Year,Reference Code,Title in English,Title in Traditional Chinese,Title in Simplified Chinese,Organizations concerned,Declared on,Completed on,File Path (English),File Path (Traditional Chinese),File Path (Simplified Chinese),Report Type,ChineseSpecificDITerm,Google Drive Link (EN),Google Drive Link (TC),Google Drive Link (SC)
2021/22,,,食物環境衞生署拒絕提供天水圍公眾街市選址的可行性研究全文,食物环境卫生署拒绝提供天水围公众街市选址的可行性研究全文,"FEHD,FHB,MTRC",2021-07-23,2021-11-12,,www.ombudsman.hk/wp-content/uploads/2022/07/申訴專員公署_公開資料守則_FEHD_TC_食物環境衞生署拒絕提供天水圍公眾街市選址的可行性研究全文.pdf,www.ombudsman.hk/wp-content/uploads/2022/07/申诉专员公署_公开资料守则_全文_FEHD_SC_食物环境卫生署拒绝提供天水围公众街市选址的可行性研究全文.pdf,Code,,,https://drive.google.com/file/d/1u8-SRYAEVpb2e9IhAx5Q7LglKRUDq6e-/view?usp=drivesdk,https://drive.google.com/file/d/1o7W25YzH1XO_WOvPQ2YssmiYxx0OLxVG/view?usp=drivesdk
2021/22,,Housing Department's processing of applications for “Priority Scheme for Families with Elderly Members”,房屋署對「家有長者優先選樓計劃」申請的審批,房屋署对「家有长者优先选楼计划」申请的审批,"HD,HA",2021-05-27,2021-11,www.ombudsman.hk/wp-content/uploads/2022/07/HKOmbudsman_Investigation Report_HD_EN_Housing_Department's_processing_of_applications_for_“Priority_Scheme_for_Families_with_Elderly_Members”.pdf,www.ombudsman.hk/wp-content/uploads/2022/07/申訴專員公署_就投訴作出的調查_全文_HD_TC_房屋署對「家有長者優先選樓計劃」申請的審批.pdf,www.ombudsman.hk/wp-content/uploads/2022/07/申诉专员公署_就投诉作出的调查_HD_SC_房屋署对「家有长者优先选楼计划」申请的审批.pdf,Complaint,,https://drive.google.com/file/d/1LgV8MXX2pnd_POPovSQrUHAoBiG8MorB/view?usp=drivesdk,https://drive.google.com/file/d/1RjyNAk3neTmKcN5SN0gz4vpPNDfiRFML/view?usp=drivesdk,https://drive.google.com/file/d/1HVPS-1DHg-ERBngVqmiaji35mcgD0E-L/view?usp=drivesdk
2021/22,,,房屋署對申請繳交原有租金個案的審批,房屋署对申请缴交原有租金个案的审批,"HD,HA",2021-07-09,2021-10,,ofomb.ombudsman.hk/abc/files/申訴專員公署_就投訴作出的調查_HD_TC_房屋署對申請繳交原有租金個案的審批.pdf,www.ombudsman.hk/wp-content/uploads/2022/07/申诉专员公署_就投诉作出的调查_全文_HD_SC_房屋署对申请缴交原有租金个案的审批.pdf,Complaint,,,https://drive.google.com/file/d/1ekOqvR9vanE-ycRMQZLFbjNWZZOuQ24k/view?usp=drivesdk,https://drive.google.com/file/d/19Hlm8QVPGaI0NZfgtkpjG4yQ9y4kRBNT/view?usp=drivesdk
2021/22,,,,要求本署提供资料的行政收费,,,2021-09-13,,,www.ombudsman.hk/wp-content/uploads/2022/07/申诉专员公署_SC_要求本署提供资料的行政收费.pdf,,,,,https://drive.google.com/file/d/1WzVSAXP6Wg4km9XeXqY48_kmWO_yTACc/view?usp=drivesdk
2021/22,,,有關發展局拒絕提供古物古蹟辦事處就某構築物的評級的資料,发展局拒绝提供古物古迹办事处就某构筑物的评级的资料,"DEVB,AMO,WSD",2021-03-16,2021-09,,www.ombudsman.hk/wp-content/uploads/2022/07/申訴專員公署_公開資料守則_全文_DEVB_TC_有關發展局拒絕提供古物古蹟辦事處就某構築物的評級的資料.pdf,www.ombudsman.hk/wp-content/uploads/2022/07/申诉专员公署_公开资料守则_全文_DEVB_SC_发展局拒绝提供古物古迹办事处就某构筑物的评级的资料.pdf,Code,,,https://drive.google.com/file/d/1yXpiFWcjNYLqnmVw7fcRLeBw9nuo39bi/view?usp=drivesdk,https://drive.google.com/file/d/1LU0rAdC5Ft4wANReXm3KPyK3vuNXSWPW/view?usp=drivesdk
2021/22,,,警務處拒絕提供警察福利基金等捐款資料,香港警务处拒绝提供「警察福利基金」及两项信托基金的捐款资料,HKPF,,2021-09,,www.ombudsman.hk/wp-content/uploads/2022/07/申訴專員公署_公開資料守則_HKPF_TC_警務處拒絕提供警察福利基金等捐款資料.pdf,www.ombudsman.hk/wp-content/uploads/2022/07/申诉专员公署_公开资料守则_HKPF_SC_香港警务处拒绝提供「警察福利基金」及两项信托基金的捐款资料.pdf,Code,,,https://drive.google.com/file/d/1aPBYZA1RAVHcgqYxgdACHk6VAzdPoElV/view?usp=drivesdk,https://drive.google.com/file/d/1He9brOVRROYlzVPtY1Kd3xfNubFfrfMC/view?usp=drivesdk
2021/22,,CEDB's handling of request for list of members of dedicated team for reviewing governance and management of Radio Television Hong Kong,對索取「檢討香港電台管治及管理專責小組」成員名單的處理,对索取「检讨香港电台管治及管理专责小组」成员名单的处理,CEDB,,2021-08-24,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Code_Full Report_CEDB_EN_CEDB's_handling_of_request_for_list_of_members_of_dedicated_team_for_reviewing_governance_and_management_of_Radio_Television_Hong_Kong.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_公開資料守則_CEDB_TC_對索取「檢討香港電台管治及管理專責小組」成員名單的處理.pdf,ofomb.ombudsman.hk/abc/files/申诉专员公署_公开资料守则_全文_CEDB_SC_对索取「检讨香港电台管治及管理专责小组」成员名单的处理.pdf,Code,,https://drive.google.com/file/d/1LMuluvD9dJrlgkTBP2OzSg8ZzQrbP2La/view?usp=drivesdk,https://drive.google.com/file/d/1d5QAlb_72LIGwTAG2ngPjddHheDMzIZD/view?usp=drivesdk,https://drive.google.com/file/d/1KChQbsqacltIuJhju2jRXHFV_W20Ps1r/view?usp=drivesdk
2021/22,OMB/DI/443,Government's arrangements for engaging outside interpretation services,政府外聘傳譯服務安排,政府外聘传译服务安排,"AW,CMAB,CSD,DH,EDB,EPD,ERB,FHB,HA,HAD,HD,HKPF,ICAC,ImmD,JA,LD,OGCIO,PlanD,SB,SWD,TD",2020-10-08,2021-07-20,www.ombudsman.hk/wp-content/uploads/2022/07/HKOmbudsman_Direct Investigation_OMB_DI_443_Full Report_CMAB_EN_Government's_arrangements_for_engaging_outside_interpretation_services.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_主動調查_OMB_DI_443_全文_CMAB_TC_政府外聘傳譯服務安排.pdf,www.ombudsman.hk/wp-content/uploads/2022/07/申诉专员公署_主动调查_OMB_DI_443_全文_CMAB_SC_政府外聘传译服务安排.pdf,DI,主動調查,https://drive.google.com/file/d/1vtn2m9Ej2MkhChyYmzUgxCAuze9QL6VZ/view?usp=drivesdk,https://drive.google.com/file/d/1ZY6GIiNRKaKNajWviBUHogOArym8m1dR/view?usp=drivesdk,https://drive.google.com/file/d/1R5m-UFVwTYUc-gE9uNXJfLk4wZa1ybgJ/view?usp=drivesdk
2021/22,,,就店舖及固定小販攤檔違例擴展營業範圍及街道堆積發泡膠箱問題的處理,就店铺及固定小贩摊档违例扩展营业范围及街道堆积发泡胶箱问题的处理,"FEHD,HKPF,HAD,EPD",2020-12,2021-07,,ofomb.ombudsman.hk/abc/files/申訴專員公署_就投訴作出的調查_FEHD_TC_就店舖及固定小販攤檔違例擴展營業範圍及街道堆積發泡膠箱問題的處理.pdf,www.ombudsman.hk/wp-content/uploads/2022/07/申诉专员公署_就投诉作出的调查_FEHD_SC_就店铺及固定小贩摊档违例扩展营业范围及街道堆积发泡胶箱问题的处理.pdf,Complaint,,,https://drive.google.com/file/d/1ZGh1mipjspL6gHBhFm18RfG3834BfuJz/view?usp=drivesdk,https://drive.google.com/file/d/1RwbLCGBUqHig8dic0mlr8es8eEyozxOa/view?usp=drivesdk
2021/22,OMB/DI/441,Effectiveness of Mosquito Prevention and Control by Food and Environmental Hygiene Department,食物環境衛生署執行防蚊和滅蚊工作成效,食物环境卫生署执行防蚊和灭蚊工作成效,FEHD,,2021-07,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Direct Investigation_OMB_DI_441_Full Report_FEHD_EN_Effectiveness_of_Mosquito_Prevention_and_Control_by_Food_and_Environmental_Hygiene_Department.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_主動調查_OMB_DI_441_全文_FEHD_TC_食物環境衛生署執行防蚊和滅蚊工作成效.pdf,www.ombudsman.hk/wp-content/uploads/2022/07/申诉专员公署_主动调查_OMB_DI_441_全文_FEHD_SC_食物环境卫生署执行防蚊和灭蚊工作成效.pdf,DI,,https://drive.google.com/file/d/1akPG-eYcBtTebIKTNnmRLGytt1OgzyI7/view?usp=drivesdk,https://drive.google.com/file/d/18Js3oHInAa7ae08TE6AtuXvU8fYfmrFl/view?usp=drivesdk,https://drive.google.com/file/d/1clGhVT5FI4rZZ8s_8VxtvQkXZ1k9E29P/view?usp=drivesdk
2021/22,OMB/DI/224,Government's enforcement against unauthorised building works in New Territories Exempted Houses,政府對新界豁免管制屋宇違例建築工程所採取的執管行動,,"BD,LandsD",2021-06-29,2021-06-29,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Direct Investigation_Press Release_BD_EN_Government's_enforcement_against_unauthorised_building_works_in_New_Territories_Exempted_Houses.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_主動調查_OMB_DI_224_新聞稿_BD_TC_政府對新界豁免管制屋宇違例建築工程所採取的執管行動.pdf,,DI,主動調查,https://drive.google.com/file/d/1fND4PWS53msZsbgwH-LqBapCCJwe8v8A/view?usp=drivesdk,https://drive.google.com/file/d/1m8om4aMCptaVkVPa6CphoGP_FE6OQTmK/view?usp=drivesdk,
2021/22,,Education Bureau's handling of a complaint about withdrawal from religious study,教育局處理有關放棄修讀宗教科的投訴,教育局处理有关放弃修读宗教科的投诉,EDB,,2021-06,www.ombudsman.hk/wp-content/uploads/2022/07/HKOmbudsman_Investigation Report_EDB_EN_Education_Bureau's_handling_of_a_complaint_about_withdrawal_from_religious_study.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_就投訴作出的調查_EDB_TC_教育局處理有關放棄修讀宗教科的投訴.pdf,www.ombudsman.hk/wp-content/uploads/2022/07/申诉专员公署_就投诉作出的调查_EDB_SC_教育局处理有关放弃修读宗教科的投诉.pdf,Complaint,,https://drive.google.com/file/d/1e4rfEvDTH0ZeUcIhID8fjVjl9Wi2cZE0/view?usp=drivesdk,https://drive.google.com/file/d/1w9QHte9RlAdro2JtMk451zvTLZ9rykHG/view?usp=drivesdk,https://drive.google.com/file/d/1urgNi0GFI9ZuHBWVriDNeptIBINmv3_e/view?usp=drivesdk
2021/22,,Department of Health's refusal to disclose voting results and advice on COVID-19 vaccine procurement,衛生署拒絕披露轄下兩個科學委員會及政府防疫專家顧問對政府採購2019冠狀病毒病疫苗的投票結果及意見,卫生署拒绝披露辖下两个科学委员会及政府防疫专家顾问对政府采购 2019 冠状病毒病疫苗的投票结果及意见,DH,,2021-06,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Code_DH_EN_Department_of_Health's_refusal_to_disclose_voting_results_and_advice_on_COVID-19_vaccine_procurement.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_公開資料守則_DH_TC_衛生署拒絕披露轄下兩個科學委員會及政府防疫專家顧問對政府採購2019冠狀病毒病疫苗的投票結果及意見.pdf,ofomb.ombudsman.hk/abc/files/申诉专员公署_公开资料守则_DH_SC_卫生署拒绝披露辖下两个科学委员会及政府防疫专家顾问对政府采购_2019_冠状病毒病疫苗的投票结果及意见.pdf,Code,,https://drive.google.com/file/d/1oNr1hLjP0B3R1wi6udUP6biN6eFXi8qT/view?usp=drivesdk,https://drive.google.com/file/d/1Fu8azHB-ThdJx9TKJXms8Z1O-XsknJ16/view?usp=drivesdk,https://drive.google.com/file/d/1PKC5kZObdOtRVWro5DYnistTis1fD_nb/view?usp=drivesdk
2021/22,,Ineffective enforcement of Food and Environmental Hygiene Department against obstruction of passageways by a market stall,食物環境衛生署對街市攤檔阻塞通道問題執管不力,食物环境卫生署对街市摊档阻塞通道问题执管不力,FEHD,2020-12,2021-06,www.ombudsman.hk/wp-content/uploads/2022/07/HKOmbudsman_Investigation Report_FEHD_EN_Ineffective_enforcement_of_Food_and_Environmental_Hygiene_Department_against_obstruction_of_passageways_by_a_market_stall.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_就投訴作出的調查_FEHD_TC_食物環境衛生署對街市攤檔阻塞通道問題執管不力.pdf,www.ombudsman.hk/wp-content/uploads/2022/07/申诉专员公署_就投诉作出的调查_FEHD_SC_食物环境卫生署对街市摊档阻塞通道问题执管不力.pdf,Complaint,,https://drive.google.com/file/d/1iXsPaEDuFzOc9Q1g3pY48zWz_y2Zuc_N/view?usp=drivesdk,https://drive.google.com/file/d/1PNr9QGZKRl6rfird6m8wd2tL3W_XsXDs/view?usp=drivesdk,https://drive.google.com/file/d/1Ug2QG0WMzaj4yKunlD7ALgxiptCfZUtn/view?usp=drivesdk
2020/21,,33th Annual Report,第三十三期年報,,,,2021-05-14,ofomb.ombudsman.hk/doc/yr33/HKOmbudsman_Annual Report_OMB_AR_2021_Full Report_EN_33th_Annual_Report.pdf,ofomb.ombudsman.hk/doc/yr33/申訴專員公署_年報_OMB_AR_2021_TC_第三十三期年報.pdf,,AR,,https://drive.google.com/file/d/16oC7htjVgKawKAozzTEgFkHMRyi0bkDy/view?usp=drivesdk,https://drive.google.com/file/d/1x3-39rSZ5zrJWJ_UyagRxG0MyMsOnWLw/view?usp=drivesdk,
2021/22,,,二○二一/二二報告年度第一期,二○二一/二二報告年度第一期,"EMSD,FEHD,AW",,2021-05-13,,ofomb.ombudsman.hk/abc/files/申訴專員公署_申報_TC_2021_申訴專員公署_申報_第一期_2021_22_TC_二○二一_二二報告年度第一期.pdf,ofomb.ombudsman.hk/abc/files/申诉专员公署_申报_第一期_2021_22_SC_二○二一_二二報告年度第一期.pdf,OmbudsNews,,,https://drive.google.com/file/d/1guQy4krLDMTXHIfCpoK5673g2vTrIEZd/view?usp=drivesdk,https://drive.google.com/file/d/1Ud_uwp7YS66PTYtWktKZi-2si1ownEL5/view?usp=drivesdk
2021/22,OMB/DI/431,Management and Repair of Public Toilets by Food and Environmental Hygiene Department and Architectural Services Department,食物環境衛生署及建築署對公廁的管理和維修,食物环境卫生署及建筑署对公厕的管理和维修,"FEHD,EMSD",2019-05-15,2021-05-11,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Direct Investigation_OMB_DI_431_Full Report_FEHD_EN_Management_and_Repair_of_Public_Toilets_by_Food_and_Environmental_Hygiene_Department_and_Architectural_Services_Department.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_主動調查_OMB_DI_431_全文_FEHD_TC_食物環境衛生署及建築署對公廁的管理和維修.pdf,www.ombudsman.hk/wp-content/uploads/2022/07/申诉专员公署_主动调查_OMB_DI_431_全文_FEHD_SC_食物环境卫生署及建筑署对公厕的管理和维修.pdf,DI,主動調查,https://drive.google.com/file/d/1A3jYcCy7fJfNzAZ2G3IQPtKDmTdLZ9vO/view?usp=drivesdk,https://drive.google.com/file/d/1iHJbnDOEEb1hgTpryoqHqVbadmtOSXqr/view?usp=drivesdk,https://drive.google.com/file/d/13QcT_3-d7h3VvlV6kEeiORw96GRmvI1_/view?usp=drivesdk
2021/22,,Lands Department's continual renewal of a short-term tenancy of a Government Land for dangerous goods storage,地政總署批准某短期租約租戶長年續租一幅政府土地以儲存危險品,地政总署批准某短期租约租户长年续租一幅政府土地以储存危险品,"LandsD,PlanD,EPD",2020-10-18,2021-05,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Investigation Report_LandsD_EN_Lands_Department's_continual_renewal_of_a_short-term_tenancy_of_a_Government_Land_for_dangerous_goods_storage.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_就投訴作出的調查_LandsD_TC_地政總署批准某短期租約租戶長年續租一幅政府土地以儲存危險品.pdf,ofomb.ombudsman.hk/abc/files/申诉专员公署_就投诉作出的调查_LandsD_SC_地政总署批准某短期租约租户长年续租一幅政府土地以储存危险品.pdf,Complaint,,https://drive.google.com/file/d/1nVJo8dllQpY4EovUAb-uwyj0PWzIrl-I/view?usp=drivesdk,https://drive.google.com/file/d/1r48OTptsxz397l9PnrrNKu4epF4k4PFB/view?usp=drivesdk,https://drive.google.com/file/d/1sAw4x7ljZJPaUsbmqrAOw0iNTas5uNb_/view?usp=drivesdk
2021/22,OMB/DI/438,Regulatory Regime for Lifts and Escalators,升降機及自動梯的監管機制,升降机及自动梯的监管机制,"EMSD,DEVB",,2021-05,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Direct Investigation_OMB_DI_438_Summary_EMSD_EN_Regulatory_Regime_for_Lifts_and_Escalators.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_主動調查_OMB_DI_438_全文_EMSD_TC_升降機及自動梯的監管機制.pdf,www.ombudsman.hk/wp-content/uploads/2022/07/申诉专员公署_主动调查_OMB_DI_438_全文_EMSD_SC_升降机及自动梯的监管机制.pdf,DI,,https://drive.google.com/file/d/1D2dsBL02lM6hVGLKH5hnLo087GSQMzL9/view?usp=drivesdk,https://drive.google.com/file/d/1eZyxaA5VyOtpPeUUiDsLQ15-ZVvPXEj5/view?usp=drivesdk,https://drive.google.com/file/d/1pi3urY1MhwGtyiY9eOEixiygv8xNU8gH/view?usp=drivesdk
2021/22,,Home Affairs Bureau's arrangements for convening the NGO Forum on Community Development,民政事務局召開非政府機構社區發展論壇的安排,民政事务局召开非政府机构社区发展论坛的安排,"HAB,SWD,HAD",2020-10-27,2021-04,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Investigation Report_HAB_EN_Home_Affairs_Bureau's_arrangements_for_convening_the_NGO_Forum_on_Community_Development.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_就投訴作出的調查_HAB_TC_民政事務局召開非政府機構社區發展論壇的安排.pdf,ofomb.ombudsman.hk/abc/files/申诉专员公署_就投诉作出的调查_HAB_SC_民政事务局召开非政府机构社区发展论坛的安排.pdf,Complaint,,https://drive.google.com/file/d/1pEVSZ3TgjClD7g456QwQ_0W_uylYUWyH/view?usp=drivesdk,https://drive.google.com/file/d/1lBHRJObWc34h225477Bp3a9dJj7XUI50/view?usp=drivesdk,https://drive.google.com/file/d/1uq1olJHBcoXqwQKLjWtWotbejKH1xBjc/view?usp=drivesdk
2021/22,,,警務處拒絕提供防疫規例定額罰款通知書資料,香港警务处拒绝提供有关定额罚款通知书的资料,"HKPF,FEHD,HD",2020-10-14,2021-04,,ofomb.ombudsman.hk/abc/files/申訴專員公署_公開資料守則_全文_HKPF_TC_警務處拒絕提供防疫規例定額罰款通知書資料.pdf,ofomb.ombudsman.hk/abc/files/申诉专员公署_公开资料守则_HKPF_SC_香港警务处拒绝提供有关定额罚款通知书的资料.pdf,Code,,,https://drive.google.com/file/d/1zWg9UyqfxL3WAMDUyiZX2ZBBt79Xjlzw/view?usp=drivesdk,https://drive.google.com/file/d/1mbTkXJd4SkTYEARi9bWt4BJqXNfYgjto/view?usp=drivesdk
2020/21,OMB/DI/440,Government's Handling of Misconnection of Private Building Sewers to Stormwater Collection System,政府對私人樓宇污水渠錯誤接駁至雨水收集系統問題的處理,政府对私人楼宇污水渠错误接驳至雨水收集系统问题的处理,"EPD,BD,DSD,HAD",,2021-03-29,www.ombudsman.hk/wp-content/uploads/2022/07/HKOmbudsman_Direct Investigation_OMB_DI_440_Full Report_EN_Government's_Handling_of_Misconnection_of_Private_Building_Sewers_to_Stormwater_Collection_System.pdf,www.ombudsman.hk/wp-content/uploads/2022/07/申訴專員公署_主動調查_OMB_DI_440_全文_TC_政府對私人樓宇污水渠錯誤接駁至雨水收集系統問題的處理.pdf,www.ombudsman.hk/wp-content/uploads/2022/07/申诉专员公署_主动调查_OMB_DI_440_全文_SC_政府对私人楼宇污水渠错误接驳至雨水收集系统问题的处理.pdf,DI,,https://drive.google.com/file/d/1uRYwHR5ZkyNT0NSSsy4dQcbDNKO2un8Y/view?usp=drivesdk,https://drive.google.com/file/d/1PDKkWvPxiJUA-NHH_qhUWqDvOOxmkrXi/view?usp=drivesdk,https://drive.google.com/file/d/1I8xPP1Kq_6k3XzN-4l6yXfJX9qmDJu7z/view?usp=drivesdk
2020/21,,Registration and Electoral Office failing to provide statistics on registered electors,選舉事務處未能提供選民登記數字,选举事务处未能提供选民登记数字,REO,2020-12-07,2021-03-24,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Code_REO_EN_Registration_and_Electoral_Office_failing_to_provide_statistics_on_registered_electors.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_公開資料守則_全文_REO_TC_選舉事務處未能提供選民登記數字.pdf,ofomb.ombudsman.hk/abc/files/申诉专员公署_公开资料守则_REO_SC_选举事务处未能提供选民登记数字.pdf,Code,,https://drive.google.com/file/d/1Z8OEbVj0QSfCTzpxeV3rVUlfkiuXEg8r/view?usp=drivesdk,https://drive.google.com/file/d/1LoMbxSIsPvtbeOnevbZj0hZX6UH0lavq/view?usp=drivesdk,https://drive.google.com/file/d/1SRPCnDsW1cCHg_0I4T7gZdbwzspZQxz_/view?usp=drivesdk
2020/21,OMB/DI/442,Government's Mechanism for Monitoring Vaccines Provided by Private Healthcare Facilities,政府監管私營醫療機構提供疫苗機制,政府监管私营医疗机构提供疫苗机制,"FHB,DH",2020-08-20,2021-03-02,www.ombudsman.hk/wp-content/uploads/2022/07/HKOmbudsman_Direct Investigation_OMB_DI_442_Full Report_FHB_EN_Government's_Mechanism_for_Monitoring_Vaccines_Provided_by_Private_Healthcare_Facilities.pdf,www.ombudsman.hk/wp-content/uploads/2022/07/申訴專員公署_主動調查_OMB_DI_442_全文_DH_TC_政府監管私營醫療機構提供疫苗機制.pdf,www.ombudsman.hk/wp-content/uploads/2022/07/申诉专员公署_主动调查_OMB_DI_442_全文_SC_政府监管私营医疗机构提供疫苗机制.pdf,DI,主動調查,https://drive.google.com/file/d/11fnVJVwzIm1vydmgRYQrLrRkdgOc6Tin/view?usp=drivesdk,https://drive.google.com/file/d/1kezxn21jz5obCeMAuS6Uyvt73-ZKKzi1/view?usp=drivesdk,https://drive.google.com/file/d/1AeeoVtD0ccCQ2mCVrrMocvK9-Mor289R/view?usp=drivesdk
2020/21,,,地政總署對佔用政府土地個案的處理,地政总署对占用政府土地个案的处理,"LandsD,1823",2020-11,2021-03,,ofomb.ombudsman.hk/abc/files/申訴專員公署_就投訴作出的調查_LandsD_TC_地政總署對佔用政府土地個案的處理.pdf,ofomb.ombudsman.hk/abc/files/申诉专员公署_就投诉作出的调查_LandsD_SC_地政总署对占用政府土地个案的处理.pdf,Complaint,,,https://drive.google.com/file/d/11M5JOIzwacJ9B58gIFeqhJu5G2t3DHeP/view?usp=drivesdk,https://drive.google.com/file/d/13zFJTvvn_SN1MxdmmYDuDmYLiBGaM02E/view?usp=drivesdk
2020/21,,"Handling of on-pavement construction materials/demolition materials by Food and Environmental Hygiene Department, Lands Department and Highways Department",食物環境衞生署、地政總署及路政署就行人路擺放的建築物料／拆建物料的處理,食物环境卫生署、地政总署及路政署处理行人路摆放建筑物料及拆建物料,"FEHD,LandsD,HyD,1823,TD,HKPF",2020-06-08,2021-01,"ofomb.ombudsman.hk/abc/files/HKOmbudsman_Investigation Report_EN_Handling_of_on-pavement_construction_materials_demolition_materials_by_Food_and_Environmental_Hygiene_Department,_Lands_Department_and_Highways_Department.pdf",ofomb.ombudsman.hk/abc/files/申訴專員公署_就投訴作出的調查_FEHD_TC_食物環境衞生署、地政總署及路政署就行人路擺放的建築物料／拆建物料的處理.pdf,ofomb.ombudsman.hk/abc/files/申诉专员公署_就投诉作出的调查_SC_食物环境卫生署、地政总署及路政署处理行人路摆放建筑物料及拆建物料.pdf,Complaint,,https://drive.google.com/file/d/16CyWiFrBLJAbcdNIcc-pQWjW0jGzbYA2/view?usp=drivesdk,https://drive.google.com/file/d/1jGMqJ4cs0iuQwZptnC_TSvfVH8D667T2/view?usp=drivesdk,https://drive.google.com/file/d/13Qx821jhS7d-uzZ_LlM8fVAb3s5jtS0I/view?usp=drivesdk
2020/21,,Drawing up and publishing guidelines on dangerous goods vehicles by Fire Services Department and Labour Department,消防處及勞工處制訂及公布有關危險品車輛的指引,消防处及劳工处制订及公布有关危险品车辆的指引,"FSD,LD,EMSD",2020-08-20,2021-01,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Full Investigation_Full Report_FSD_EN_Drawing_up_and_publishing_guidelines_on_dangerous_goods_vehicles_by_Fire_Services_Department_and_Labour_Department.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_就投訴作出的調查_全文_FSD_TC_消防處及勞工處制訂及公布有關危險品車輛的指引.pdf,ofomb.ombudsman.hk/abc/files/申诉专员公署_就投诉作出的调查_FSD_SC_消防处及劳工处制订及公布有关危险品车辆的指引.pdf,Complaint,,https://drive.google.com/file/d/1jo7jBBCmeak5XwTGaNMnBtBnIbNmmUUs/view?usp=drivesdk,https://drive.google.com/file/d/1sNoOibB2LJsWmChyU4bEgdKv5jthdDAQ/view?usp=drivesdk,https://drive.google.com/file/d/1nbWE8jzAaGGCAwJ72gdLyQB25ATxmPAa/view?usp=drivesdk
2020/21,,Immigration Department's handling of a request by newspaper journalists for search of marriage records,入境處處理報章記者申請翻查結婚紀錄及索取證書副本,入境处就某报章记者申请翻查香港结婚纪录及索取核证副本之处理,ImmD,2020-11-02,2020-12-18,www.ombudsman.hk/wp-content/uploads/2022/07/HKOmbudsman_Investigation Report_Full Report_ImmD_EN_Immigration_Department's_handling_of_a_request_by_newspaper_journalists_for_search_of_marriage_records.pdf,www.ombudsman.hk/wp-content/uploads/2022/07/申訴專員公署_就投訴作出的調查_全文_ImmD_TC_入境處處理報章記者申請翻查結婚紀錄及索取證書副本.pdf,www.ombudsman.hk/wp-content/uploads/2022/07/申诉专员公署_就投诉作出的调查_ImmD_SC_入境处就某报章记者申请翻查香港结婚纪录及索取核证副本之处理.pdf,Complaint,,https://drive.google.com/file/d/10kldSfnEZAMq5-4KsenTj1S6q8Hu7UYs/view?usp=drivesdk,https://drive.google.com/file/d/1mTXeV6tDFxEyou59KxmkSM8Mxs8RHL10/view?usp=drivesdk,https://drive.google.com/file/d/1ghenFZCcAIMuyRppugD3Y2h_pxZmWQqr/view?usp=drivesdk
2020/21,OMB/DI/428,Effectiveness of Joint Office for Investigation of Water Seepage Complaints in Handling Water Seepage Reports,滲水投訴調查聯合辦事處處理滲水舉報的成效,渗水投诉调查联合办事处处理渗水举报的成效,"FEHD,BD,WSD,HAD",,2020-12-17,www.ombudsman.hk/wp-content/uploads/2022/07/HKOmbudsman_Direct Investigation_OMB_DI_428_Full Report_EN_Effectiveness_of_Joint_Office_for_Investigation_of_Water_Seepage_Complaints_in_Handling_Water_Seepage_Reports.pdf,www.ombudsman.hk/wp-content/uploads/2022/07/申訴專員公署_主動調查_OMB_DI_428_全文_TC_滲水投訴調查聯合辦事處處理滲水舉報的成效.pdf,www.ombudsman.hk/wp-content/uploads/2022/07/申诉专员公署_主动调查_OMB_DI_428_全文_SC_渗水投诉调查联合办事处处理渗水举报的成效.pdf,DI,,https://drive.google.com/file/d/1LBUpv1BoIktjMGt64VyzIRZUsFAZ9Moi/view?usp=drivesdk,https://drive.google.com/file/d/1hW7i8vj6xzRHCmaH39CJ09l-3x-F_niH/view?usp=drivesdk,https://drive.google.com/file/d/1Mb7DFjAQbpgBX47AC9zHp4krOz1OkaP7/view?usp=drivesdk
